#OTU ID	103.CA2	103.CO3	103.SR3	103.IE2	103.BP1	103.VC2	103.SA2	103.GB2	103.CO2	103.KP1	103.SF1	103.GB1	103.CA1	103.SV2	103.GB5	103.GB3	103.MT1	103.SV1	103.SR2	103.KP4	103.MD2	103.TL2	103.MD5	103.CL1	103.SB1	103.SA1	103.SN3	103.CC1	103.CO1	103.MD3	103.SR1	103.CR1	103.IT1	103.HJ2	103.MT2	103.SK3	103.BF1	103.AR3	103.AR2	103.KP3	103.CL3	103.DF2	103.CL4	103.HI3	103.IT2	103.SP1	103.CL2	103.BB2	103.CF2	103.BF2	103.HF1	103.BZ1	103.PE4	103.SP2	103.CF1	103.HF2	103.PE6	103.PE2	103.PE3	103.MP1	103.HJ1	103.MP2	103.SK2	103.TL3	103.VC1	103.SK1	103.SN1	103.CM1	103.PE7	103.RT2	103.MD4	103.SF2	103.JT1	103.LQ2	103.IE1	103.DF3	103.LQ3	103.PE5	103.PE1	103.LQ1	103.HI1	103.RT1	103.HI2	103.DF1	103.CF3	103.AR1	103.TL1	103.HI4
319907	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	1.0	26.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	5.0	12.0	19.0	15.0	0.0	6.0	0.0	16.0	6.0	9.0	3.0	18.0	18.0	2.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	7.0	15.0	1.0	8.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	6.0
1147699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	24.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	52.0	9.0	13.0	12.0	0.0	1.0	3.0	8.0	6.0	0.0	11.0	15.0	4.0	12.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	6.0	20.0	1.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0
242467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	5.0	0.0	11.0	0.0	6.0	5.0	18.0	0.0	0.0	7.0	15.0	0.0	21.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
1123837	32.0	0.0	10.0	0.0	12.0	0.0	1.0	4.0	0.0	3.0	25.0	1.0	19.0	20.0	60.0	0.0	0.0	23.0	44.0	0.0	2.0	0.0	1.0	0.0	27.0	1.0	0.0	0.0	0.0	5.0	9.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	23.0	0.0	23.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
1130478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	7.0	15.0	0.0	1.0	2.0	6.0	0.0	0.0	1.0	9.0	33.0	33.0	0.0	0.0	3.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
3639039	6.0	4.0	0.0	0.0	13.0	17.0	0.0	9.0	2.0	1.0	8.0	2.0	10.0	0.0	1.0	15.0	9.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	1.0	0.0	1.0	9.0	0.0	13.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4468200	7.0	4.0	6.0	0.0	5.0	1.0	1.0	3.0	0.0	3.0	58.0	0.0	11.0	2.0	4.0	2.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	31.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	24.0	1.0	2.0	2.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	3.0	0.0	0.0
209803	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	3.0	0.0	31.0	0.0	6.0	13.0	28.0	1.0	0.0	31.0	16.0	6.0	2.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	25.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	21.0
216805	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	6.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	9.0	2.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	1.0	1.0	5.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	15.0	9.0	14.0	2.0	9.0	5.0	8.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0
211129	0.0	0.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	18.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	18.0	7.0	9.0	0.0	0.0	2.0	30.0	11.0	1.0	2.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	9.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	24.0
1123984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	5.0	16.0	1.0	42.0	1.0	23.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
1129210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	3.0	10.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	45.0	12.0	39.0	6.0	25.0	2.0	30.0	52.0	1.0	41.0	17.0	0.0	2.0	15.0	0.0	47.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	1.0	0.0
211848	0.0	0.0	2.0	13.0	0.0	2.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	9.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	5.0	3.0	7.0	1.0	4.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	16.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	24.0	0.0	14.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	1.0
136959	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	47.0	24.0	2.0	1.0	12.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0
148783	0.0	7.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	24.0	0.0	2.0	2.0	8.0	0.0	1.0	0.0	3.0	0.0	4.0	6.0	5.0	4.0	2.0	3.0	1.0	13.0	4.0	11.0	6.0	13.0	6.0	3.0	5.0	0.0	5.0	14.0	0.0	2.0	0.0	0.0	6.0	1.0	2.0	0.0	1.0	10.0	9.0	0.0	2.0	3.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7.0	1.0	29.0	1.0	4.0	0.0	0.0	0.0	1.0	33.0	34.0	1.0	3.0	0.0	3.0
78839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0	10.0	11.0	13.0	10.0	14.0	4.0	4.0	11.0	31.0	0.0	3.0	2.0	2.0	3.0	13.0	3.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	1.0	38.0	0.0	6.0	0.0
154494	0.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	36.0	0.0	2.0	0.0	13.0	0.0	3.0	0.0	0.0	0.0	12.0	3.0	5.0	17.0	53.0	0.0	37.0	3.0	25.0	39.0	73.0	7.0	77.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	23.0	0.0	0.0	0.0	0.0	75.0	6.0	16.0	52.0	83.0	10.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	25.0
146397	4.0	5.0	12.0	13.0	1.0	1.0	0.0	5.0	2.0	7.0	1.0	9.0	6.0	0.0	0.0	6.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	5.0	6.0	5.0	2.0	4.0	2.0	0.0	4.0	0.0	3.0	9.0	1.0	1.0	4.0	1.0	2.0	1.0	3.0	1.0	1.0	4.0	6.0	9.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	4.0	2.0	1.0	1.0	6.0	6.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	1.0	0.0	4.0	1.0	0.0	4.0	1.0	5.0	0.0	2.0	0.0	4.0
1104509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0	1.0	1.0	17.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	14.0	9.0	17.0	7.0	4.0	6.0	10.0	13.0	2.0	6.0	4.0	14.0	14.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	3.0	0.0
572134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	17.0	76.0	6.0	1.0	2.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	18.0	0.0	0.0
154519	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	3.0	11.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	1.0	28.0	15.0	7.0	28.0	6.0	11.0	24.0	21.0	13.0	6.0	8.0	9.0	12.0	7.0	27.0	0.0	27.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	8.0	1.0	4.0	15.0
4681	0.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0	9.0	2.0	12.0	4.0	1.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	16.0	7.0	8.0	0.0	18.0	3.0	7.0	8.0	7.0	2.0	9.0	10.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	13.0	10.0	4.0	3.0	16.0	4.0	4.0	0.0	0.0	0.0	3.0	15.0	2.0	0.0	10.0
512006	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	20.0	5.0	7.0	3.0	0.0	2.0	17.0	0.0	0.0	2.0	9.0	11.0	9.0	0.0	35.0	2.0	25.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
160908	1.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	2.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	1.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0	0.0	14.0	0.0	35.0	1.0	0.0	0.0	0.0	0.0	28.0	12.0	26.0	9.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
1137157	8.0	0.0	1.0	0.0	0.0	0.0	16.0	13.0	0.0	5.0	3.0	5.0	0.0	6.0	3.0	1.0	0.0	4.0	7.0	0.0	39.0	0.0	37.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	5.0	5.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
4341561	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	22.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	38.0	0.0	1.0	12.0	8.0	16.0	0.0	14.0	3.0	22.0	1.0	42.0	0.0	1.0	1.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0
143135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0
83531	0.0	1.0	0.0	2.0	0.0	0.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	6.0	2.0	0.0	0.0	5.0	5.0	2.0	3.0	4.0	0.0	1.0	2.0	0.0	0.0	2.0	3.0	0.0	4.0	0.0	3.0	0.0	1.0	0.0	6.0	13.0	14.0	1.0	6.0	3.0	7.0	3.0	0.0	4.0	1.0	3.0	7.0	2.0	0.0	3.0	0.0	2.0	8.0	2.0	5.0	18.0	7.0	1.0	0.0	1.0	0.0	5.0	1.0	2.0	0.0	0.0
